video_id,video_title,comment_id,comment_text,author_name,like_count,reply_count,published_at,updated_at,comment_length,is_reply,days_since_upload,video_view_count,video_like_count,video_comment_count,video_upload_date,video_description,parent_id,detected_language,comment_type,word_count,hour_of_day,day_of_week,quality_score,sentiment
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxuK1k-BVeh00YYL6h4AaABAg,너무 보고싶다ㅏ,@6h0sts0me1,4,0,2025-06-06 09:02:37+00:00,2025-06-06T09:02:37Z,8,False,68.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,2,9,Friday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzKmNGaIZgYvnrCVSB4AaABAg,Always my fav newjeans song <3,@CapyBoxx,3,0,2025-06-20 21:38:44+00:00,2025-06-20T21:38:44Z,30,False,54.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,6,21,Friday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugy_facJugQdI8eZR4V4AaABAg,Cómo extraño a new jeans 😿,@AlexaZapatavergara,6,0,2025-05-18 21:31:27+00:00,2025-05-18T21:31:27Z,26,False,87.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,es,general,6,21,Sunday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzZoCL89q6bNmjzZhx4AaABAg,Girls come back pls😢,@Iykykkkkkkkk,3,0,2025-08-10 12:45:54+00:00,2025-08-10T12:45:54Z,20,False,3.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,4,12,Sunday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxI79pAfg8rFaQI4YZ4AaABAg,comeback new jeans the only kpop group i stan,@min_e___1662,5,0,2025-06-23 14:41:13+00:00,2025-06-23T14:41:13Z,45,False,51.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,fan_support,9,14,Monday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzA2tfB3-_WJ1XP5dF4AaABAg,We wait  for your comeback,@EryneKamgang,6,0,2025-07-18 13:10:07+00:00,2025-07-18T13:10:07Z,26,False,26.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,5,13,Friday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxvGnaWanEWEgKaaeR4AaABAg,this was the song that introduced me to NJ,@oracleIIDA,4,0,2025-05-02 02:19:32+00:00,2025-05-02T02:19:32Z,42,False,104.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,9,2,Friday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugy4YbOdQUTfBHlPFNp4AaABAg,i don't even listen to kpop anymore. this song is my last memory about that. i'll always remember ditto with lots of love and some nostalgia. <3,@mateusdegracia,2,0,2025-07-13 19:24:26+00:00,2025-07-13T19:24:26Z,144,False,31.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,emotional_response,27,19,Sunday,50,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwNn6oLI5hOqqd0nq14AaABAg,i love njz ❤,@hochoc5395,2,0,2025-08-13 10:47:19+00:00,2025-08-13T10:47:19Z,12,False,0.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,hr,fan_support,4,10,Wednesday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzMT2yr7-UlMadtb_t4AaABAg,hi i came to cry again,@nehakiran525,8,1,2025-05-22 16:23:12+00:00,2025-05-22T16:23:12Z,22,False,83.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,6,16,Thursday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugwgzt9UxmwFt7Wa9Wt4AaABAg,my prince choi raising actor star i invested in him,@Badchieff_,3,0,2025-05-04 23:49:12+00:00,2025-05-04T23:49:12Z,51,False,101.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,10,23,Sunday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugy8yOu5heXtnULA6cN4AaABAg,I miss my girlssss,@Yonghh,2,0,2025-08-13 10:19:59+00:00,2025-08-13T10:19:59Z,18,False,0.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,4,10,Wednesday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwxxLCFKCKGyQ3vMnh4AaABAg,Miss them so much 😭,@AminaYessenkeldykyzy,3,0,2025-06-19 05:09:01+00:00,2025-06-19T05:09:01Z,19,False,56.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,5,5,Thursday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugz6i41nA1Q51YY7cC54AaABAg,the way ditto is slowly becoming real,@jason-y6,5,0,2025-05-22 13:23:57+00:00,2025-05-22T13:23:57Z,37,False,83.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,7,13,Thursday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugw1UcSjPQRJWLxQ_Rx4AaABAg,The mv lowkey reminds me of loser lover and its so comforting😢 txt’s mv never disappoint dude they always have the best music videos🤕🤕,@6hyukas,1,0,2025-07-21 09:08:53+00:00,2025-07-21T09:08:53Z,134,False,23.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,24,9,Monday,50,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwfmnF1Aj0Ub8oLyUd4AaABAg,디토는 내 눈물버튼.. 🥹,@행복해행벅해,3,0,2025-07-14 15:26:11+00:00,2025-07-14T15:26:11Z,14,False,30.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,4,15,Monday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyXMwIhMNlZwUlxDwR4AaABAg,Waaa I miss Newjeans 🙁💝,@Jiwonremixes,4,0,2025-06-19 13:41:25+00:00,2025-06-19T13:41:25Z,23,False,55.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,so,general,5,13,Thursday,20,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugw7_qOJ6Bku2SQY_5Z4AaABAg,"Please newjeans end the war,comeback to ador we miss you so much",@DelvaditaFausa,5,3,2025-07-02 08:32:24+00:00,2025-07-02T08:32:24Z,64,False,42.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,12,8,Wednesday,40,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugw7mCDNpub8vXguei14AaABAg,i Miss you new jeans🤍,@chizuu_ruu,4,0,2025-06-01 11:10:48+00:00,2025-06-01T11:10:48Z,21,False,73.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,hr,general,5,11,Sunday,20,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyZX5lr8NJRQZcCIgl4AaABAg,Newjeans legends 👑,@loveradwimps,4,0,2025-06-29 23:12:36+00:00,2025-06-29T23:12:36Z,18,False,45.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,nl,general,3,23,Sunday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwQ3HNFYHyesgFLoXZ4AaABAg,언제나 응원하고 사랑해🫶,@동그라미-k9g,2,0,2025-05-11 17:11:10+00:00,2025-05-11T17:11:10Z,13,False,94.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,fan_support,3,17,Sunday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwxEhZrpm069igcOrJ4AaABAg,this mv makes me miss my school days. i graduated last year but i still miss school,@uchihaitachi2163,2,0,2025-07-04 15:42:25+00:00,2025-07-04T15:42:25Z,83,False,40.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,17,15,Friday,40,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxQEjWnIYNz7Oo19A94AaABAg,"a saudade é tanta, toda vez que vejo algo relacionado ao newjeans, choro como uma criança, elas foram incríveis e conseguiram curar o meu coração quebrado",@beeatrizandrades,5,0,2025-06-20 22:43:37+00:00,2025-06-20T22:43:37Z,154,False,54.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,pt,general,26,22,Friday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyWs22Cz8xoPQ_Yim54AaABAg,I missed them so much,@7uiiii-l,5,0,2025-05-16 20:01:17+00:00,2025-05-16T20:01:17Z,21,False,89.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,5,20,Friday,20,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugz6WpqpbDvCr-sLQdh4AaABAg,our 1st summer without them....,@injeolmizai0,3,0,2025-05-06 14:44:10+00:00,2025-05-06T14:44:10Z,31,False,99.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,5,14,Tuesday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzP0eEebG_w1Vl24Sl4AaABAg,miss u my girlies,@khj.addict,4,0,2025-07-30 06:46:52+00:00,2025-07-30T06:46:52Z,17,False,14.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,de,general,4,6,Wednesday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwD0iBYOH_aXKAHg4p4AaABAg,보고싶어 뉴진스,@동동이-h7c,3,0,2025-06-05 13:38:10+00:00,2025-06-05T13:38:10Z,8,False,69.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,2,13,Thursday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxSTRyJ8o2FMuMgUPd4AaABAg,When time was so much simpler and the world was in harmony,@Xuepreme69,1,0,2025-08-07 17:00:11+00:00,2025-08-07T17:00:11Z,58,False,6.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,music_technical,12,17,Thursday,35,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugx7haCNFNhE7800wWp4AaABAg,보고싶당,@Migiminimo,2,0,2025-06-18 07:41:35+00:00,2025-06-18T07:41:35Z,4,False,56.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,1,7,Wednesday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyUeu1gP3tRh9z_G-l4AaABAg,"Hatred stirs up dissension,
but love covers over all sins.
Proverbs 10:12",@GrazieleOlivia,2,0,2025-07-12 11:26:50+00:00,2025-07-12T11:26:50Z,73,False,32.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,fan_support,12,11,Saturday,30,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugzq_LObbF59u54Jmb54AaABAg,I miss you newjeans,@Sphiafl,3,0,2025-07-11 06:46:02+00:00,2025-07-11T06:46:18Z,19,False,33.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,fi,general,4,6,Friday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyAsOVjeVc8jH45aa14AaABAg,i still stay here every day,@TùngAnhVũ-u1l,2,0,2025-06-18 15:25:41+00:00,2025-06-18T15:25:41Z,27,False,56.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,6,15,Wednesday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwR-xNhTz2DcuVlPJF4AaABAg,how I miss this :'(((,@jamznothere,5,0,2025-04-18 11:28:27+00:00,2025-04-18T11:28:27Z,21,False,117.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,5,11,Friday,20,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzVcI-OPk1DJz2qHHx4AaABAg,Very nostalgia,@sapoverde.,6,0,2025-05-18 16:49:40+00:00,2025-05-18T16:49:40Z,14,False,87.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,lt,emotional_response,2,16,Sunday,30,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwZPCsElDCq7VdSToB4AaABAg,May 2025 anyone? 😢 I really miss them so much! 💔,@fionnularolanda9423,6,0,2025-05-18 06:56:10+00:00,2025-05-18T06:56:10Z,48,False,87.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,11,6,Sunday,30,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyAZuonDCWSd3DC_p14AaABAg,I love this song and music video the outfits are so cute,@geraa.220,2,0,2025-07-31 16:53:41+00:00,2025-07-31T16:53:41Z,56,False,13.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,12,16,Thursday,40,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwFIjzXR1tF8mYVhKt4AaABAg,"On May 1, 2025, I miss NewJeans",@DarylLlaguno,9,0,2025-05-01 03:57:43+00:00,2025-05-01T03:57:43Z,31,False,105.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,7,3,Thursday,30,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugz7efr-H0WWRlAMXi14AaABAg,"내가 낳은 딸같냐 왜...ㅜㅡ
딸도 없는데...애를 낳은 후라 그런가.
이미 다 지내온 내가 아닌 상상 속 딸이 꼭 저런 생활을 했으면 좋겠는.
뭔진 모르겠지만 너무 아련하고...
아름다와",@uniquebyume,2,0,2025-07-28 18:45:52+00:00,2025-07-28T18:46:24Z,105,False,16.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,27,18,Monday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzYCOobl8Blq7IHra14AaABAg,KPOP의 시간이 멈췄다.,@박진우-q1v,12,0,2025-04-24 16:17:54+00:00,2025-04-24T16:17:54Z,14,False,111.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,3,16,Thursday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyWHVkRZ__4jqeomJd4AaABAg,Extraño mucho a NewJeans,@Cleyde19,6,0,2025-06-29 01:42:42+00:00,2025-06-29T01:42:42Z,24,False,46.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,4,1,Sunday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwGzR_XKRqqXKDTXzZ4AaABAg,"Кто тоже пересматривает шедевры девочек? 
Как же тогда было прекрасно, очень скучаю по ним, возвращайтесь поскорее..💔",@AKu_967,3,0,2025-07-07 18:36:43+00:00,2025-07-07T18:36:43Z,117,False,37.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ru,general,16,18,Monday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwsNPYgBJe9HmMPOPB4AaABAg,I came here to see hyun wook,@anjanaprins7979,9,0,2025-05-01 14:15:15+00:00,2025-05-01T14:15:15Z,28,False,104.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,7,14,Thursday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxqBLERktuZIFsm60N4AaABAg,Miss newjeans❤,@Keylaa4,3,0,2025-06-18 11:57:50+00:00,2025-06-18T11:57:50Z,14,False,56.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,2,11,Wednesday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxonL-B5dVQv5W8f_V4AaABAg,Miss u girls 😢❤,@juditgisela,3,0,2025-08-07 18:11:19+00:00,2025-08-07T18:11:19Z,15,False,6.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,de,general,4,18,Thursday,10,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwRIP800cMOt06nbAF4AaABAg,Memories 🫠🩵,@user-nb5yd2qk7x,2,0,2025-07-14 11:02:44+00:00,2025-07-14T11:02:44Z,11,False,30.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,es,general,2,11,Monday,10,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwySg5ZJTv6VfPRPKR4AaABAg,"ES IMPRESIONANTE CM UN GRUPO TAN PERFECTO ACABO ASÍ, SIN DUDA DEJARON ALGO MUY HERMOSO EN MI CORAZÓN Y ESO NINGUN TRIBUNAL O EMPRESA ME LO QUITA.",@Cr2005lwnd,2,0,2025-05-16 16:07:00+00:00,2025-05-16T16:07:00Z,145,False,89.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,pt,fan_support,27,16,Friday,40,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxIJRWzKos_TkhUI2B4AaABAg,i miss them sm,@riyuudejaneiro,3,0,2025-06-06 14:39:41+00:00,2025-06-06T14:39:41Z,14,False,68.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,4,14,Friday,10,positive
